Title,IMDB ID,Date of release,Genre1,Genre2,Genre3,Language,Actor1,Actor2,Actor3,Crew1,Crew2,Crew3,Plot summary,IMDB rating,IMDB votes,IMDB URL
Dor,0824316,2006,Drama,NA,NA,Hindi,Ayesha Takia,Shreyas Talpade,Gul Panag,Haris Umar Khan,Prashant Laharia,Rakesh Yadav,"Shankar Singh and his wife, Meera, live in Jodhpur, Rajasthan, India along with widowed paternal grandmother, Laxmibai, his mom, Gowri, and dad, Randhir. The family feel that they are blessed after Meera's entry in this family. Shankar must go and abroad in Saudi Arabia and bids farewell to Meera, promising to keep in touch, which he does, and also sends them a large portion of his earnings, which is used to pay off the family's debts. Then when no word is received from him, a worried Meera phones, and is devastated to learn that Shankar has been killed by being thrown off a 10th floor balcony. Her status quickly changes, her jewelery, ornaments, fancy clothes are taken off, and she is told to remain indoors. wear dark clothes, and is only allowed to pray at a Mandir. Things brighten up for Meera when she befriends an Islamic woman, Zeenat, who has come all the way from Himachal Pradesh to look for her husband, Amir Khan. Shortly thereafter, Meera's world is turned upside down when she finds out that her father-in-law plans to make her the mistress of a wealthy building contractor, Chopra, for a sum of Five Lakh Rupees; she endures further trauma when she finds out that Zeenat is the wife of the man who has been accused of killing her husband, is merely here to persuade her to sign a Mafi-Naama, which would ensure the release of her husband from the Saudi jails, and prevent his death. Hurt, humiliated and confused Meera refuses to sign this document, and is confined to a locked room by Randhir. It looks like Zeenat may lose her husband after all, and Meera may end up being Chopra's temporary mistress.",7.9,5893,https://www.imdb.com/title/tt0824316/
Kis Kisko Pyaar Karoon,4302956,2015,Comedy,Romance,NA,Hindi,Kapil Sharma,Simran Kaur Mundi,Manjari Fadnnis,Sachin Patil,NA,NA,"The film tells the story of a man who goes by 3 identities: Shiv, Ram and Kishan. Every time Kumar Shiv Ram Kishan lands up helping a girl in distress, he lands up marrying that girl! That establishes the fact as to how he gets married to Juhi, Simran and Anjali. As luck would have it, all his wives live in the same apartment. Kumar Shiv Ram Kishan very successfully hides his marriage from all the three wives. And none of them knows the fact that Shiv, Ram and Kishan are one and the same man and cheating on them. The plot gets twistier with the entry of Deepika, the girl he really loves. He plans to marry Elli Avram as well due to fear of losing her. But before he can execute another marriage, his parents arrived. The plot gets further murkier when all the three wives become best of friends. The confusion increases when all his three wives are invited on their best friend wedding.",5.7,5794,https://www.imdb.com/title/tt4302956/
Main Khiladi Tu Anari,0110438,1994,Action,Comedy,NA,Hindi,Akshay Kumar,Saif Ali Khan,Shilpa Shetty Kundra,Babban Kharat,Pappu Mishra,NA,"Police Chief Karan's (Ashkay Kumar) brother is murdered by ruthless gangster Goli (Shakti Kapoor). Despite his best efforts, the only witness, Mona (Shilpa Shetty), is also killed. But Karan's plans for revenge are interrupted when he's ordered to work with Deepak (Saif Ali Khan), a famous actor training for his next role as a cop. The mismatched pair catch a break when they discover a crude dancer who looks just like Mona (Shetty again), and together they hatch a wild plan to bring Goli to justice.",6.5,5842,https://www.imdb.com/title/tt0110438/
Hunterrr,4333674,2015,Comedy,Romance,NA,Hindi,Gulshan Devaiah,Radhika Apte,Sai Tamhankar,NA,NA,NA,"Mandar Ponkshe is an ordinary guy, meaning there is hardly anything extraordinary about him. He is maybe 5'8"" or 5'9"". He dresses very un-dandily if there was such a term, wears a goatee to hide what could be considered a weak chin. Mandar does not attract attention because he wants to be seen as ordinary. But behind that facade is a story - of an interesting past life that has been led. His single-minded pursuit of girls, tall and short, stout or with a pout. He's funny unconventionally without meaning to be witty. His friends have lost all hope of him settling down, as they know that he doesn't plan to. And then suddenly he meets someone whom he starts liking... and falls in love with. What will happen now? Will she know about his past? Will he able to hide his Hunterrrr reputation? The story of a guy, who doesn't want to grow up!",7.0,5921,https://www.imdb.com/title/tt4333674/
Jannat: In Search of Heaven...,1216300,2008,Crime,Drama,Romance,Hindi,Emraan Hashmi,Sonal Chauhan,Armen Grayg,Raju Jadhav,Sagar Mondal,Abhishek Kumar Singh,"Arjun is a reckless young man with an obsession for making money at card games. A chance meeting with a girl in a mall, Zoya, gives him the reasons he was looking for the move out of his ordinary life. He steps up from playing small-time card games to becoming a bookie. Stuck in a triangle of sorts between the woman he loves and his addiction to make a quick buck, Arjun moves on from being a bookie to a runner for the mafia. He steps into the world of match fixing. Arjun switches on the limelight to bigger, better, faster, more, until his dizzying rise attracts the attention of the police. Arjun has to now choose between the love of his life, Zoya, and this new found success and power. As Arjun struggles to choose between the two, the Don offers the forbidden apple of limitless wealth in exchange for his soul and draws him into his core entourage of money spinners. How far will the horizon of reality stretch as Arjun and Zoya tread a fine, fast-blurring line between right and wrong to find the heaven they have been looking for?",6.9,6287,https://www.imdb.com/title/tt1216300/
Aloha,1243974,2015,Comedy,Drama,Romance,English,Bradley Cooper,Emma Stone,Rachel McAdams,Guy Belegaud,Alvin S. Cabrinha Jr.,Nalu Carvalho,"A celebrated military contractor returns to the site of his greatest career triumphs - the US Space program in Honolulu, Hawaii - and reconnects with a long-ago love while unexpectedly falling for the hard-charging Air Force watchdog assigned to him.",5.4,64544,https://www.imdb.com/title/tt1243974/
Bombay Velvet,2979920,2015,Action,Crime,Drama,Hindi,Ranbir Kapoor,Anushka Sharma,Karan Johar,Gareth Almeida,Zainab Badani,Shermila Fernando,"Set against the backdrop of ambition, love, greed, and jazz - Bombay Velvet is the story of one ordinary man who goes against all odds and forges his destiny to become a 'Big Shot'. Jazz clubs, a passionate love story, a growing metropolis and a phenomenal hunger for a good life. Welcome to the City of Dreams. Welcome to Bombay Velvet.",5.6,5799,https://www.imdb.com/title/tt2979920/
Daawat-e-Ishq,3398052,2014,Comedy,Drama,Romance,Hindi,Aditya Roy Kapoor,Parineeti Chopra,Anupam Kher,Aayushi Agarwal,Irfan Khan,Mohd Ayaz Khan,"A deliciously romantic coming together of Gulrez ""Gullu"" Qadir (Parineeti Chopra) a Hyderabadi shoe-sales girl disillusioned with love because of her encounters with dowry-seeking men; and Tariq ""Taru"" Haidar (Aditya Roy Kapur) a Lucknawi cook who can charm anybody with the aroma and flavours of his biryani and kebabs. In the clash of diametrically opposite but equally spicy cultures of Hyderabad and Lucknow, Gullu and Taru arrive at a ""tuning-setting"", rewrite traditional recipes of love, crush old-fashioned world-view and make their own masaledaar albeli rangreli pichchar - Daawat-e-Ishq.",6.1,5601,https://www.imdb.com/title/tt3398052/
All the Best: Fun Begins,1433905,2009,Action,Comedy,Drama,Hindi,Sanjay Dutt,Ajay Devgn,Fardeen Khan,Swapnil Bhalerao,Sukant Gantayat,Sunil Gujar,"Veer Kapoor lives in a palatial bungalow in Goa along with his girlfriend, Vidya, and a maid, Mary. Every month he gets an allowance of Rs. 1 Lakh from his NRI brother, Dharam, which he uses to fund his band, as well as the dilapidated Gym of his friends, Prem and Jhanvi Chopra. Veer's life undergoes many hilarious changes after he decides to borrow money from a gangster called Tobu in order to bet on his friend, Prem, taking part in a car race. After Tobu applies pressure, Veer desperately rents the bungalow to a Zee Super Lottery Winner, Raghuvandas Goverdhandas Vakawale - but even more chaos and complications arise with the unexpected arrival of Dharam.",6.2,5949,https://www.imdb.com/title/tt1433905/
Action Replayy,1396208,2010,Comedy,Romance,Sci-Fi,Hindi,Akshay Kumar,Aishwarya Rai Bachchan,Aditya Roy Kapoor,Sheena Dsouza,Kshamata Sachin Gurav,Manasi Kolhe,"After witnessing nothing but acrimony between his bickering Mumbai-based parents, Kishen and Mala Chopra, Bunty refuses to marry his girlfriend, Tanya Gonsalves. He is then introduced to her eccentric grandfather, Professor Anthony Gonsalves, and finds that the latter has invented a time-travel machine. Bunty travels back in time - specifically Holi 1975 - when Mumbai was called Bombay and gets to meet his parents when they were younger. He is shocked to find his buck-toothed wimpy father, and his mother - a goon-like tomboy. Amidst the terror of Raman Raghav, the impending Emergency of former Prime Minister Indira Gandhi, banning of multinationals - including Coca Cola - and the Charisma of superstar Rajesh Khanna - he sets about to try and set things right between not only his bickering parents but also his feuding grandparents. He will soon find out that his mother has another admirer - who will not leave any stone unturned to marry her.",4.2,5955,https://www.imdb.com/title/tt1396208/
7 Khoon Maaf,1629376,2011,Drama,Mystery,Thriller,Hindi,Priyanka Chopra Jonas,Vivaan Shah,Neil Nitin Mukesh,Kishen Dagar,Shraddha Johri,Abhishek Pandey,"After the passing of his Pondicherry-born mentor, Susanna, Mumbai-based Dr. Arun Kumar Singh narrates his story to his wife, Nalini. With photographs from an old album that he has never shared with anyone, he informs her as to how Susanna caught him stealing; got him to quit his job & enrolled in a Panchgani school, as well as arranged for further education in St. Petersburg. While Susanna herself searched for true love and her marriages with six deceased men - including the abusive Major Edwin Rodrigies; drug-addicted and womanizer guitarist-singer Jamshed Singh Rathore; impotent and abusive Mohammad Wasiullah Khan; bigamist/spy Nicolai Vronski; Inspector Keemat Lal; and Dr. Modhusodon Tarafdar - men who influenced her life, broke her heart - and met with sudden and mysterious deaths.",6.2,5761,https://www.imdb.com/title/tt1629376/
Mausam,1627924,2011,Drama,Romance,War,Hindi,Shahid Kapoor,Sonam Kapoor,Anupam Kher,Pallab Chanda,Somenath Pakre,Shaun Patton,"Circa 1992 Mallukot-based Harinder falls head-over-heels in love with Aayat, who has come to live there with her Bua, Fatimah, from Kashmir. Hoping to woo and marry her, despite of receiving romantic overtures from village belle, Lajjo, he, instead faces heartbreak following the attack on Babri Masjid by right-wing Hindu extremists. Seeking safety in Bombay, Aayat re-locates there with her father and Bua. The couple are then fated to meet in Scotland during 1999 where Harinder is now an Indian Air Force Pilot and Aayat is a ballet dancer. Both meet and re-kindle their romance, as well as set a date for their wedding. Unfortunately, the Kargil war compels Harinder to return home, and Aayat does not hear from him. Little does she know that he has been gravely injured and his left arm is paralyzed. After being discharged he still hopes to connect with her, returns to Scotland, and is told they have re-located to the United States. Following the events of 9-11, he gets a lead that she may be in Switzerland. He travels there, does locate her rather dramatically - but nothing will prepare him for the shock when he finds her resting on the shoulder of an unknown male with a child in her lap.",4.7,5326,https://www.imdb.com/title/tt1627924/
Salaam-E-Ishq,0485272,2007,Comedy,Drama,Musical,Hindi,Salman Khan,Priyanka Chopra Jonas,Anil Kapoor,Kiran Khanna,NA,NA,"Born in Dehra Dun, temperamental and ambitious Kamna changes her name to Kamini, hires Babu as her Manager and becomes one of the most sought-after heroines in Bollywood. As a publicity stunt and to get the attention of film-maker Karan Johar, she recruits Rahul to pose as her childhood sweetheart and future husband - which result in nothing but insecurities for both - as Rahul reveals his true character and starts to blackmail her; Gia Bakshi lives with her dad, Col. Bakshi and is in love with Shiven Dungarpur, both are to get married shortly, but Shiven starts to get cold feet and decides to disappear from her life, leaving Col. Bakshi no alternative but to arrange Gia's marriage with Rohit Chhada; Gia's sister, Seema, lives in Britain, has been married to Vinay Malhotra for 15 years, & they have two children. While preparing to travel to India for Gia's marriage, Seema finds out that Vinay is having an affair with a gorgeous woman named Anjali - leaving her with nothing but heartbreak; Ashutosh Raina is a Hindu, but falls in love and gets married to Tehzeeb Hussain, who is Muslim, much to the chagrin of his dad who will not have anything to do with him. Tehzeeb is a TV news-reporter, and while traveling on an inaugural train route, the train derails, Tehzeeb survives but loses her memory, and is unable to recall who Ashutosh is - and may end up leaving him and returning to her parents' home; Raju is a taxi-driver, who comes to the assistance of a Caucasian female, Stefanie, who is frantically trying to hunt down her lover, Rohit Chhada. Raju drives her around Northern India and finally to the venue where Rohit is getting ready to get married to Gia - Stefanie will get her true love back?; Ramdayal weds attractive Phoolwati and would like to spend some intimate moments with her but comical circumstances prevent him from doing so. Watch what happens as fate takes these couples to their varying destinations.",5.1,5351,https://www.imdb.com/title/tt0485272/
Hum Hain Rahi Pyar Ke,0107166,1993,Comedy,Drama,Romance,Hindi,Aamir Khan,Juhi Chawla,Sharokh Bharucha,NA,NA,NA,"Rahul Malhotra (Aamir Khan) is the manager of the heavily in debt family business. He is also the guardian of his dead sister's mischievous kids. Rahul hires Vaijayanti (Juhi Chawla) as governess. Vaijayanti is a runaway from home as she does not want to marry the man her orthodox family has chosen for her. Predictably, Rahul and Vaijayanti fall in love. Maya (Navneet Nishan), a rich girl in love with Rahul tries to ruin his family and his business.",7.4,5581,https://www.imdb.com/title/tt0107166/
Bhavesh Joshi Superhero,6129302,2018,Action,Crime,Drama,Hindi,Harshvardhan Kapoor,Priyanshu Painyuli,Ashish Verma,Prachi Deshpande,Ridhika Kapur,Rahul Mandal,"Bhavesh Joshi Superhero is an action film about a young man who wants to continue doing the right and challenge the wrong. And on this journey, he discovers that he's destined to do bigger things, which will transform him from a common man into a superhero.",7.6,7895,https://www.imdb.com/title/tt6129302/
Gangster,0495032,2006,Action,Crime,Drama,Hindi,Kangana Ranaut,Shiney Ahuja,Emraan Hashmi,Chanchal Bisht,NA,NA,"Daya Shankar lived with his family in Kashmir, then relocated to Bombay where he took to crime as a career. One day while on the run from the police, he holes up in a small room with young bar dancer Simran. She shields him from the police, and he falls in love. He learns which bar she dances in and comes to watch her. He comes to her rescue when she's being molested, then asks her to move in with him. For some time they live in bliss, then suddenly they're on the run. Then Daya decides it's time to settle down and they adopt a son, Bittu, make different passports and decide to relocate to Dubai, but it doesn't happen; Bittu gets killed and heartbroken Simran and Daya are forced to live apart when Simran moves to Seoul, Korea. There she meets Akash; they fall in love and she gets pregnant. Then Daya re-enters her life, disrupting it completely, beating Akash to a pulp. Will Simran decide to stay with Akash, marry him, and have their baby, or continue to endure life on the run with Daya, who is not only on the run from the police, but also from the underworld don, Khan. What the three don't know is that one will be betrayed so shockingly that none of them might be able to survive it.",7.1,5811,https://www.imdb.com/title/tt0495032/
"LSD: Love, Sex Aur Dhokha",1608777,2010,Comedy,Crime,Drama,Hindi,Nushrat Bharucha,Anshuman Jha,Neha Chauhan,NA,NA,NA,"LSD explores the human emotions of love, sex & betrayal through very candid points of view. Told through the chaos of the camera that has invaded all our lives - through handy cams filming home movies, security cameras shooting every inch of existence, mobile phones transmitting love messages, sting cameras uncovering uncomfortable truths.",7.1,5470,https://www.imdb.com/title/tt1608777/
Kismat Konnection,1105733,2008,Comedy,Drama,Romance,Hindi,Shahid Kapoor,Vidya Balan,Vishal Malhotra,NA,NA,NA,"Toronto-based social activist Priya meets out-of-work architect Raj Malhotra, and both end up in a series of hilarious misunderstandings. Priya finds out that Raj is attracted to her. She shows interest in him as well, though she is seeing Karan Bahl, to whom all of their friends expect she'll soon be married. What Priya does not know is Raj believes she is lucky for him and may be using her to obtain a contract that would involve tearing down her beloved community center to build a shopping mall in it's place.",5.2,5426,https://www.imdb.com/title/tt1105733/
Malamaal Weekly,0476805,2006,Comedy,Drama,NA,Hindi,Paresh Rawal,Om Puri,Riteish Deshmukh,NA,NA,NA,"Laholi is a small village in India whose inhabitants are poor, simple-minded, and are used to their lives being controlled by the dictatorial Landlord, Thakurain, and her brother, Baj Bahadur. Although Lilaram is the one with the highest educational qualifications, he is unable to secure any job. He decides to make a living selling lottery tickets, especially the Delhi-based Malamaal Weekly, but is barely able to make ends meet. Then one day he finds out that one of his lottery tickets is a winner. He concocts a scheme with his wife, which involves pawning her pet goat with the Thakurain, getting people together for a feast, so that he can get their tickets back - all in vain. Then he finds out that the only one who was absent was the town drunk, Anthony Fernandes. When he goes to Anthony's house he finds him dead, happily clutching his winning lottery ticket. When Lilaram tries to take the ticket from Anthony's hand, another villager, Balwant, happens to come by, both of them compromise and decide to share the one crore prize. They decide to toss the body in the river. Then Kanhaiya, who wants to marry Lilaram's daughter, Sukhmani, comes by, he overhears, and is also made a partner. Kanhaiya is asked to dispose off the body, which he does. The next day when Lilaram telephones the lottery office, he is told that Anthony had already phoned in his winning number. Lilaram, Kanhaiya, and Balwant rush to get Anthony's body back, which they find perched on a tree, as Kanhaiya had not done a good job. They take the body back and it is there that they are met by Anthony's estranged sister, Mary, who also knew about the winning ticket. After a few clarifications, Mary, her husband, and her child are also made partners. Then the sky literally falls on them when they find several village businessmen, to whom Anthony owed money, assembled in front of the house to collect their dues. They too are inducted as partners and then begins the trial of convincing the Lottery Inspector, Jayesh Agarwal, that Anthony is alive. Watch hilarious chaos unfold when Baj Bahadur, who also wants to marry Sukhmani, finds out about the winning lottery ticket.",7.0,6411,https://www.imdb.com/title/tt0476805/
Azhar,4906984,2016,Biography,Drama,Sport,Hindi,Emraan Hashmi,Nargis Fakhri,Prachi Desai,Shraddha Herekar,Shreyal Nimbalkar,NA,"Biographical sports drama based on the life of former Indian international cricketer, Mohammad Azharuddin",5.7,5441,https://www.imdb.com/title/tt4906984/
Aligarh,5121000,2015,Biography,Drama,NA,Hindi,Manoj Bajpayee,Rajkummar Rao,Ashish Vidyarthi,Krishna Thakur,NA,NA,"Set in the state of Uttar Pradesh and based on true events, the plot revolves around Dr Shrinivas Ramchandra Siras who taught Marathi at Aligarh Muslim University. He was sacked from his position of Reader and Chair of Modern Indian Languages, on charges of homosexuality. A sting operation was conducted by a TV channel which showed him in an embrace with a rickshaw puller, at his house inside the campus.",7.8,6638,https://www.imdb.com/title/tt5121000/
Ki & Ka,4744086,2016,Comedy,Romance,NA,Hindi,Amitabh Bachchan,Kareena Kapoor,Arjun Kapoor,NA,NA,NA,"The movie follows the trails of young married ""rich"" couple, their struggles to manage work-life balance, ego battles and then the happy ending. Arjun Kapoor is a rich son and so is Kareena Kapoor who is a very successful marketing executive well supported her boss- as shown in the movie. The two meet in a typical Bollywood style and after several outings in Rail museum and restaurants, decide to get married albeit without much fanfare through a registered marriage. The story then follows the swap of roles of husband managing the household while supporting a spouse's career. While Kareena succeeds in her career and is overshadowed by Arjun's out of turn popularity whilst endorsing several brands, giving talk shows etc leading to differences between the two and thus an ego tussle. The tussle is resolved with the matter convinced by two super ladies- Swaroop Sampath and Jaya Bachan and the movie ends on a happy note. Star guest Amitabh Bachan adds glitter to the script too. Arjun is passionate about trains and is off to National Rail Museum with Kareena for datings. He also has an exclusive toy rail set-up in his room and kitchen. His passion for trains is even picturised even in one of the songs. The other passion for him is cooking-both for his family and later develops that as a profession. Cooking is shown extensively whilst endorsing several cooking based brands aligned to Kareena's marketing ventures.",5.8,5532,https://www.imdb.com/title/tt4744086/
Sangharsh,0111068,1999,Action,Crime,Drama,Hindi,Preity Zinta,Akshay Kumar,Ashutosh Rana,NA,NA,NA,CBI officer Reet Oberoi sought assistance from a jail convict Professor Aman Varma to bring Lajja Shankar Pandey; a religious fanatic to justice. Pandey is responsible for abducting children and sacrifice them. But Aman is not willing to co-operate with Reet and instead scuffs at her which leads her into serious problems not only by the police but with some public personalities and the parents of the children affected by Pandey's behavior.,6.8,5354,https://www.imdb.com/title/tt0111068/
Total Dhamaal,7639372,2019,Action,Adventure,Comedy,Hindi,Ajay Devgn,Anil Kapoor,Madhuri Dixit,Prashant Behera,Khwaja Hussain,Deergha Jain,"Total Dhamaal is the third instalment in the Dhamaal franchise. A hidden booty of 50 crore leads to a mad chase amongst a bunch of greedy and eccentric characters. In them, are a bickering couple on the verge of a divorce, greedy siblings, local goons, a police commissioner and the mastermind of the loot. Will they finally discover the hidden treasure?",4.2,6501,https://www.imdb.com/title/tt7639372/
Naam Shabana,6170954,2017,Action,Thriller,NA,Hindi,Taapsee Pannu,Akshay Kumar,Manoj Bajpayee,Kamlesh Kalsulkar,Rahul Mandal,NA,Shabana a college student who is also Kudo fighter lives with her mother in Mumbai at a young age she had killed her father trying to save her mother from his daily abuse and was sent to children remand home. Shabana is in love with Jai who gets killed by some spoiled brats when he tries to save Shabana from their abuse. Three months after the death of Jai the police haven't made any arrest as they were trying to save the culprits. Shabana then gets a anonymous call from Ranvir Singh telling that he will provide her details of Jai's killers in return she has to work for their secret National Defense Force.,6.3,6251,https://www.imdb.com/title/tt6170954/
Hamari Adhuri Kahani,3483612,2015,Drama,Romance,NA,Hindi,Rajkummar Rao,Vidya Balan,Emraan Hashmi,NA,NA,NA,"Hamari Adhuri Kahani (English: Our Incomplete Story) is a 2015 Indian romantic drama directed by Mohit Suri and produced by Mahesh Bhatt under the banner Vishesh Films and Fox Star Studios. The film stars Emraan Hashmi, Vidya Balan, and Rajkummar Rao. It is based on the love story of Bhatt's parents, Nanabhai Bhatt, Shirin Mohammad Ali and his stepmother.",6.7,5710,https://www.imdb.com/title/tt3483612/
Pyaasa,0050870,1957,Drama,Musical,Romance,Hindi,Guru Dutt,Waheeda Rehman,Mala Sinha,NA,NA,NA,"Unemployed Vijay is the youngest in his family consisting of his widowed mom, and two brothers. His passion is poetry - frowned upon by his brothers - who want him to find gainful employment instead. Vijay's poems are quite radical in which he laments about the poor, the destitute, and the arrogance of the rich after the departure of the British from India. His efforts to get them published are in vain. He takes to drinking, gets in trouble with the law, is disowned by his brothers, ends up at a brothel and befriends a prostitute named Gulabo. Gulabo is sympathetic, listens to him as he pours his heart out, and decides to assist Vijay. Watch what happens when Gulabo approaches some of her affluent clientèle to assist Vijay and try and get his work published, without revealing that they are written by an alcoholic, disheveled, homeless man.",8.5,5999,https://www.imdb.com/title/tt0050870/
Any Body Can Dance 2,3679000,2015,Biography,Drama,Music,Hindi,Prabhu Deva,Varun Dhawan,Shraddha Kapoor,Maayur Barrathe,Rick Bishop Sr.,Joshua Brokaw,"The story traces the journey of an Indian dance troupe, a motley assortment of boys and girls who come from the backstreet's of a Mumbai suburb; their rise to fame, sudden downfall and then their heroic attempt to seek vindication by regaining their lost glory and pride. Will they be able to achieve success at the biggest International platform? Will they make their beloved Vishnu Sir proud, who is himself struggling with his not so perfect past? ABCD 2 is a grand 3D Dance Film which travels to the vibrant city of Las Vegas and is a bittersweet journey of love, friendship, betrayal, honor and redemption.",5.4,5918,https://www.imdb.com/title/tt3679000/
Thank You,1720254,2011,Comedy,NA,NA,Hindi,Akshay Kumar,Bobby Deol,Sonam Kapoor,Jessamyn Horsman,Helen Kotsonis,Amit Lad,"Raj, Yogi and Vikram - best friends, business partners, serial womanizers and happily married! Happy, because their lovely wives have no clue that their husbands cheat on them with every pretty young thing they can lay their eyes on. This picture perfect world is rocked when Raj's wife, Sanjana begins to suspect her husband and hires the suave private detective, Kishan, to tail him. Kishan's built his reputation as a man who saves marriages by getting erring husbands to mend their ways. In this particular case, however, his overwhelming attraction towards Sanjana means he may not be acting in her best interest! What follows is a crazy cat and mouse game, with Kishan trying to catch the husbands with their pants down literally and them attempting to just stay outside his grasp.",4.7,5575,https://www.imdb.com/title/tt1720254/
Joker,1918886,2012,Comedy,Family,Sci-Fi,Hindi,Akshay Kumar,Sonakshi Sinha,Shreyas Talpade,Pallab Chanda,Kishen Dagar,Shraddha Johri,"In 1947 when the maps of India and Pakistan were being drawn, an oversight ensured that the village of Paglapur didn't find a place in either country. The village had the distinction of housing the largest mental asylum in the region and in the mêlée that ensued during partition, the asylum inmates broke loose, drove away the villagers and established their own republic in Paglapur. And that's how it stayed for the next 60 years! While the world outside changed, Paglapur remained isolated, with no electricity, television or sanity. Now, decades after the world forgot this village, a NASA scientist of Indian origin, Agastya and his beautiful wife find themselves on the road to Paglapur. Agastya is working on a top secret project for creating a device to communicate with aliens. So why is he in a village whose colorful inhabitants include a man who speaks in gibberish, another who thinks he is a lamp post and everyone else who think Mahatma Gandhi is still around, fighting for independence? And more importantly, what are they going to do that will soon turn the universe's spotlight on this forgotten village?",2.4,5359,https://www.imdb.com/title/tt1918886/
Qarib Qarib Single,7399470,2017,Comedy,Romance,NA,Hindi,Irrfan Khan,Parvathy Thiruvothu,Neha Dhupia,Rahmat Ali,Shaikh Altafuddin,Sheena Gola,NA,7.1,7663,https://www.imdb.com/title/tt7399470/
Ghayal Once Again,4683366,2016,Action,Crime,Drama,Hindi,Sunny Deol,Soha Ali Khan,Om Puri,Juhi Parikh,Apoorva Pushkarna,Sheena Saini,"Ajay Mehra (from previous Ghayal-1990), after finishing off his life sentence, starts a newspaper called Satyakam. Still dealing with the haunting trauma of losing his loved ones, Ajay manages to make a credible name for himself in investigative journalism. Working with a strange team of RTI activists, ex-criminals and ilk; and even stranger ways of unearthing and presenting truth, Ajay Mehra has earned quite a fan following among the youths, who finds his fearless and unforgiving approach in dealing with all kinds of sociopaths very inspiring. Among his die hard fans are these four teenagers who happened to have received bravery medals from him once. These four friends once out on photography expedition, accidentally record a murder on a camera. The footage turns out to be explosive as it clearly shows two of the city's most powerful people involved in the murder. Well what happens after this is a series of twists and turns where the four kids get entangled and have to fight it out with the most powerful men of the city, will Ajay be able to save them? Will the kids be successful in their mission to stand by the truth only time will tell.",6.3,5047,https://www.imdb.com/title/tt4683366/
Chashme Baddoor,2229848,2013,Comedy,Drama,NA,Hindi,Ali Zafar,Siddharth,Divyendu Sharma,Ramesh Andhale,NA,NA,"Siddharth , Omi and Jai are close friends and room mates who are studying at Delhi University. Siddharth has completed M.A in Economics and is preparing for PhD. Siddharth is very studious and spends most of his time with books whereas Omi and Jai are busy in chasing girls, watching movies or dramas; only common thing among them is smoking. One day Omi and Jai see a girl who is new to their neighborhood and try to impress her by their tricks; they give up when both of them experience shameful events. After some days, Neha shows up as Chamko washing powder salesgirl to their flat, upon seeing whom Jai and Omi hide quickly. Siddharth sees Neha for the first time and a love story begins. But when his two friends find out, they decide to put an end to their relationship as a revenge to the embarrassment inflicted upon them by the girl. Initially they succeed in separating Siddharth and Neha but later on repent when they find that Siddharth lost his interest in work and study and also likely to end his life. Finally they decide to reunite both. The parallel plot runs between Omi, Jai, Siddharth and Lallan Miyan. Lallan Miyan is the local shopkeeper who sells Cigarettes to Omi and Jai on credit. But as students don't clear his debts, Lallan Miyan tries to follow-up with them to get their dues. A spate of kidnapping (especially of young girls) has started in Delhi. One fine day Omi and his friends along with Neha's grandmother plan to stage a fake kidnapping and get married. But unfortunately she is kidnapped by the real gang and the duo is left in a lurch. The later part of the story revolves how they clear the confusion that she has been in fact kidnapped by real thugs and how she is rescued.",5.4,5053,https://www.imdb.com/title/tt2229848/
Ferrari Ki Sawaari,2122340,2012,Comedy,Drama,Family,Hindi,Sharman Joshi,Boman Irani,Ritvik Sahore,Tiya Tejpal,NA,NA,"A little boy thinks of nothing but cricket. His father, Rusy, thinks of nothing but his little boy. To fulfill his sons dream of playing at Lords cricket ground, the honest and upright Rusy takes a reckless step. He borrows a gleaming red Ferrari. Just for one hour. The only trouble -- he doesn't inform the cars legendary owner. A wild, breathless, bumpy ride begins. A naive Rusy must dodge bullets and bouncers for one unforgettable night, and play the role of a perfect father. Can he do it? Ferrari Ki Sawaari is a fun-filled story of small guys and their big dreams and how these dreams turn into a mad comedy of errors. Fasten your seatbelts. The joyride awaits.",6.4,5258,https://www.imdb.com/title/tt2122340/
Judwaa,0119428,1997,Action,Comedy,Drama,Hindi,Salman Khan,Karisma Kapoor,Rambha,Prakash Shetty,NA,NA,"Mrs. Malhotra's (Reema Lagoo) twin sons were separated at birth, so now she only has one son beside her. Since then she has been in shock and confined to a wheelchair in the USA. Quiet and mature Prem (Salman Khan), one of the twins, returns to India with his father Mr. Malhotra (Dalip Tahil) and mother Mrs. Malhotra to marry outgoing and precocious Mala (Karishma Kapoor), who is the daughter of Mr. Sharma (Kader Khan). There Prem meets his identical twin brother Raja (also Salman Khan) who is a thief and also exactly the opposite in nature to Prem. A series of comic scenes result as a result of the twins getting together. Raja loves quiet and mature Roopa (Rambha) and both the girls are confused by the change they perceive in their respective lovers. To muddy the waters Tiger Ratanlal (Mukesh Rishi) has sworn vengeance against the Malhotra family for what they did to his father (Deepak Shirke).",6.1,5881,https://www.imdb.com/title/tt0119428/
