Title,IMDB ID,Date of release,Genre1,Genre2,Genre3,Language,Actor1,Actor2,Actor3,Crew1,Crew2,Crew3,Plot summary,IMDB rating,IMDB votes,IMDB URL
Jai Vikraanta,0343850,1995,Action,Drama,NA,Hindi,Sanjay Dutt,Zeba Bakhtiar,Amrish Puri,NA,NA,NA,"Choudhary Amar Singh is a farmer in rural India and lives a modest lifestyle with his wife, Sharda, and son, Vikraanta. He excels in sugar cane production and is presented an award and a tractor by the State Government. He has named his farm after his son, and expects him to continue farming. Amar's efforts are to remove the debts that he and other farmers have incurred from Zamindars. This does not auger well with Thakur Pratap Singh who arranges Amar's demise. This incident turns the lives of Vikraanta and Sharda upside down, compelling Vikraanta to make a commitment to avenge his father's death - not knowing that he himself is placing his very life in jeopardy.",5.1,97,https://www.imdb.com/title/tt0343850/
Eclipse,14820482,2021,Action,Drama,History,Hindi,Zoya Hussain,Wamiqa Gabbi,Anshuman Pushkar,NA,NA,NA,NA,8.6,5302,https://www.imdb.com/title/tt14820482/
Chhupa Rustam: A Musical Thriller,0279021,2001,Drama,Musical,Romance,Hindi,Sanjay Kapoor,Mamta Kulkarni,Manisha Koirala,NA,NA,NA,"Police Officer Bheem Thapa comes across a local thug of Mumbai called Raja and asks him to pose as London based Nirmal whose his lookalike and having a huge property in Palanpur.Nisha learns about Thapa's offer and warns Raja ,while Nirmal has returned for vacation in Palanpur and comes across Sandhya whose working in his tea estate.Nirmal and Sandhya fall in love and find that Nirmal's father was actually killed which was termed as car accident.Nirmal tires to unfold the mystery but before that the masterminds of the plan his stepmother and her lover Diwan also eliminate Nirmal.Raja turns to Palanpur and starts living in Nirmal's identity.",4.6,95,https://www.imdb.com/title/tt0279021/
Battalion 609,9472208,2019,War,NA,NA,Hindi,Vicky Ahuja,Kumar Gautam,Karim Hajee,NA,NA,NA,"The story revolves around a cricket match between the Indian Army and the Pakistan Army gone wrong and narrates the tale of the soldiers of Battalion 609 putting up a fight with Taliban. After an attack on Indian Army that is Battalion 609 near the LOC, the match which was to be played between India and Pakistan is cancelled. Anwar Hussein, a Pakistani soldier who is very fond of cricket and was looking forward to the match, throws a cricket bat at the other end of the LOC and calls the Indian army and Indians a bunch of cowards. In anger, the Indian army throws a ball towards them. Soon, a verbal fight breaks between them which leads to the two teams deciding to play a cricket match. The losing team will take their post eighteen kilometres back.",2.9,111,https://www.imdb.com/title/tt9472208/
Azaad,0157337,1978,Action,Comedy,Drama,Hindi,Dharmendra,Hema Malini,Prem Chopra,Y.L. Bagchi,Karthik Chakrabory,Bijoy Kumar Das,"This is the story of a eccentric young man, Ashok (Dharmendra) who believes in doing good without worrying about the consequences. This does not find any favor with his sister-in-law Sarla (Sulochana), and she decides to leave him. But he persuades her to come back, and he decides to relocate and not cause any more trouble for Sarla. On his way he has a skirmish with the a princess Rajkumari Seema (Hema Malini) who he teaches a lesson to respect the poor and food grown in the fields. When he arrives in the city, due to his misfortune, he lands a job at a factory run by the Rajkumari, and immediately gets in to the bad books of Prem (Prem Chopra) to whom the Rajkumari is engaged to be married. The Rajkumari also decides to teach him a lesson for the humiliation she suffered at his hands. But things work out differently, and Ashok ends up saving the life of the Rajkumari, and she falls in love with him. This jeopardizes the plans that Rajkumari's uncle (Ajit) has for her and her bethrothed Prem, and a horrifying scheme is concocted to stop the love and possible future relationship of Rajkumari and Ashok.",7.1,90,https://www.imdb.com/title/tt0157337/
Pagla Kahin Ka,0268519,1970,Drama,Romance,NA,Hindi,Shammi Kapoor,Asha Parekh,Prem Chopra,Madhukar S. Shinde,Dilip Singh,Gurudayal Singh,"Sujit started having mental problems when he was six years after visiting his dad, Ajit, at a mental asylum. Thereafter he kept on getting into trouble, and even ran away from the orphanage. Years later a Musician and Singer, Shyam, found Sujit singing on the roadside, and decided to hire him as a singer in a nightclub. This is where Sujit meets dancer, Jenny, and both fall in love with each other. When they announce their plans to get married, the news does not auger well with the nightclub's owner, Max, an argument ensues, Max draws a gun, and Shyam ends up killing Max. Sujit decides to take the blame, is arrested by the police, he feigns insanity, and is ordered to be admitted in a mental asylum until he recovers. In the asylum he is placed under the compassionate care of Dr. Shalini and about one year later is discharged. He returns to the nightclub just in time to for Jenny's and Shyam's engagement party. Baffled, confused, and angered at this betrayal, he really does go insane and ends up being re-admitted in the very same asylum. But this time his chances of recovery are very slim as he has retreated deep into the inner recesses of his mind - from where he may never return.",7.2,85,https://www.imdb.com/title/tt0268519/
Bandhan,0155530,1969,Drama,Family,Musical,Hindi,Rajesh Khanna,Mumtaz,Anju Mahendru,NA,NA,NA,"Jeevanlal lives in a small village in India with his wife, Sita, a son, Dharmchand and daughter, Meena, and makes a living by stealing. One day he steals from the Tehsildar's home, returns to his home and hides the stolen property with his son. When the police arrive, Dharma hands over the stolen articles to them, they arrest Jeevanlal, he is found guilty, and sent to prison. Years later, Dharma has grown up but his dad hates him. Then one day both father and son get into a fight over selling the cow, Jeevanlal strikes his son, and Dharma takes a stick to defend himself. Sita intervenes, scolds Dharma for daring to attack his father, and asks him to leave. Dharma leaves home, goes to Bombay, finds work with a building contractor, earns money and sends his savings to his mother. Then one day Sita receives a letter from Dharma that he is returning home. She goes to the bus-stand to greet him, but is told that he is already gone home. When she reaches home she is shocked to find her husband lying dead in a pool of blood and her son standing over his dead body with a bloodied axe. The police arrest Dharma and he is held for trial. It is then that the truth will come out what really transpired between father and son that compelled one to kill the other.",7.2,93,https://www.imdb.com/title/tt0155530/
Jhansi Ki Rani,0044769,1953,Biography,Drama,History,Hindi,Mehtab,Sohrab Modi,Mubarak,George Jenkins,A. Leslie Thomas,NA,"Rajguru (Sohrab Modi) decides that Jhansi should get its proper recognition in history. He comes across a young girl Manu (the young Rani Lakshmibai) played by Baby Shikha. Her father has been hit by a carriage driven by an English driver. She gathers a few children to confront the driver. This and her confrontation with an elephant impresses the Rajguru who takes her in hand, shaping her into becoming a determined leader. He arranges for her, at the age of nine, to marry the much-older ruler of Jhansi, Gangadhar Rao (Mubarak), who is about fifty years, and become Queen. Manu grows up under the expert tutelage of the Rajguru, learning physical combat and political administration. The older Manu now called Lakshmibai gives birth to a boy who dies. She adopts another boy Damodar Rao who the English refuse to accept as the rightful heir. This further sets her against the British. During the uprising of 1857 (1857 Mutiny) she fights against them succumbing to her injuries in the end.",6.9,105,https://www.imdb.com/title/tt0044769/
Bombay 405 Miles,0157418,1980,Comedy,Action,NA,Hindi,Zeenat Aman,Vinod Khanna,Shatrughan Sinha,NA,NA,NA,Ranveer Singh's family is killed by his adopted brother Veer Singh mistakenly Veer Singh's man kill Sonu daughter of Masterji thinking she is Munni daughter of Ranveer Singh.Kishen a con man from Calcutta and Kanhaiya a con men from Delhi are ordered by the court to stay away from respective city limits for five years.Kishen and Kanhaiya meet at a bus stand along with a con woman Radha they decide to travel to Bombay. On the way the duo come across Mohanlal elder brother of Masterji and loyal driver of Ranveer Singh he dies while saving Munni from Veer Singh's man and tells them that Munni's life is in danger as its a question of Crores of Rupees .Kishen and Kanhaiya reach Bombay with Munni thinking they will get benefited from it as Munni belongs to a rich family.But before they could trace anyone Veer Singh finds their whereabouts and puts his men behind Kishen and Kanhaiya.,6.8,91,https://www.imdb.com/title/tt0157418/
Joroo Ka Ghulam,0156651,1972,Comedy,Family,NA,Hindi,Nanda,Rajesh Khanna,Sharad Kumar,Gyan Singh,NA,NA,"Kalpana, the daughter of Shyamlal is brought up in the lap of wealth and luxury. As an University student she falls in love with a struggling artist, Rajesh. When news arrives back home of this improbable romance her dad arranges a marriage with a wealthy man. Unwilling, Kalpana runs away from home and moves in with Rajesh. Incensed, Shyamlal disowns and disinherits Kalpana. Living with Rajesh, in straitened circumstances Kalpana maintains a correspondence with her mother. Shyamlal maintains his position doggedly that Rajesh is only after his wealth and does not truly love his foolish daughter. Piqued, Kalpana constructs a fantasy tale of Rajesh's financial success and the wonderful and opulent lifestyle she enjoys. All is well till she announces the birth of her son. Now, eager, willing and transformed by love for his newborn grandson he announces that he will visit his daughter. Thrown into a quandary, Kalpana casts about for a solution founded on deceit. The arrival of Shyamlal and his wife sets off a pyramid of lies, where to avoid the consequences of one lie, Kalpana is enmeshed in a web of lies. Now enters the wicked cousin, who hopes to inherit the considerable wealth of Shyamlal, whose designs are thwarted by the new arrival. He is willing to avoid disinheritance at any cost. The denouement comes when the baby is under threat, and the facade that Kalpana so carefully crafted evaporates after many comical scenes.",6.9,99,https://www.imdb.com/title/tt0156651/
Alag Alag,0268131,1985,Family,Musical,Romance,Hindi,Rajesh Khanna,Shashi Kapoor,Tina Ambani,NA,NA,NA,"Two people from different strata in society, Chandni and Neeraj will do anything to get there obligations carried out. While Chandni always dreams of a luxurious life, Neeraj wants some of his assignments them be complete. Chandni travels to Bombay, gets married to rich and wealthy, Dr. Rana, and moves in with him. Neeraj gets married to beautiful and attractive starlet Sarita. Both has now thought that there respective lives is settled, unknown to them that they has thrown there lives in jeopardy.",6.4,91,https://www.imdb.com/title/tt0268131/
Nazrana,0093604,1987,Romance,NA,NA,Hindi,Rajesh Khanna,Sridevi,Priti Sapru Walia,Manas Biswas,Mantosh,NA,"Rajat and Mukta meet each other and fall in love. They get married and live in harmony for a few years. Then Mukta starts suspecting that Rajat is having an affair with Sheetal Puri, and then misunderstandings and distrust start, and snowball. Finally, they decide to separate and go their own ways. After their separation, Mukta finds out that she is pregnant, and would like Rajat to see his child, and hopes for a reconciliation. It is then she meets Sheetal, who tells her in no uncertain terms, that Rajat and she belong together, and Rajat has no intention of coming back to Mukta.",6.2,100,https://www.imdb.com/title/tt0093604/
Ilzaam,0091258,1986,Drama,Family,NA,Hindi,Shashi Kapoor,Shatrughan Sinha,Raj Kiran,NA,NA,NA,Ajay is a street dancer and while people are watching his dance his fellow members manage to rob their houses.One day he decides to quit it as he was forcefully bought into this.Ajay saves Laxmi from goons following which she takes him to his house.Laxmi's mother and her older brother Inspector Suraj welcome him and allow whim to stay with them as he has no way to go.Aarti and Ajay were to get married but he suddenly disappeared from her life.Aarti sees him after long but Ajay ignores her.Aarti is shocked on why Ajay is ignoring her and why he disappeared from her life.What will be reaction of Suraj and his family when he will find that Ajay is a thief.,5.9,105,https://www.imdb.com/title/tt0091258/
Wah Taj,5928576,2016,Drama,NA,NA,Hindi,Shreyas Talpade,Manjari Fadnnis,Amitabh Bachchan,NA,NA,NA,NA,5.3,123,https://www.imdb.com/title/tt5928576/
The Don,0112884,1995,Crime,Drama,NA,Hindi,Mithun Chakraborty,Sonali Bendre,Jugal Hansraj,Nitin Kulkarni,NA,NA,"Vijay lives with his mother, attends college and is in love with beautiful Anita Malik, a fellow collegian who he would like to marry. When Anita is molested by Nagesh, Vijay intervenes, thus incurring the wrath of Nagesh's gangster father, Bhujang, who wants to do away with Vijay, who is now afraid as to what is going to happen to him and his mother. Bhujang hires a hit-man named Jagga to put an end to Vijay's life, but Vijay, though wounded and hospitalized, survives. And then Jagga is hunted down and killed, and Bhujang is warned not to even think of harming Vijay, for Vijay and his mother have an unknown protector, an ominous and deadly person, known as ""The Don"", and no one knows why the Don has chosen to protect Vijay and his mother.",6.0,92,https://www.imdb.com/title/tt0112884/
Sone Pe Suhaaga,0096139,1988,Action,Family,NA,Hindi,Jeetendra,Dharmendra,Nutan,Harshwardhan Y. Mohile,NA,NA,"Vijay Kumar is a well-off business industrialist who lives in Bombay in a palatial house. One day he returns home and finds out that his wallet has been stolen. Unknown to him, his wallet has ended up with a petty thief and pick-pocket named Vikram, who, in a drunken state, gives the wallet along with the money in it to a beggar woman named Usha Rani. Vijay does not know that this theft will turn his life upside down; re-unite him with his long-lost mother & brother; as well as put the lives of everyone he knows at risk at the hands of powerful gangster, Tejaa, who will leave no stone unturned to destroy Vijay and whoever comes in his way.",4.9,100,https://www.imdb.com/title/tt0096139/
Gumnaam: The Mystery,1372694,2008,Action,Crime,NA,Hindi,Dino Morea,Mahima Chaudhry,Suman Ranganath,NA,NA,NA,"Mumbai-based model and aspiring actress, Ria (Mahima Chaudhary), meets with stuntman, Dev (Dino Morea), and both fall in love. Shortly thereafter, she gets an offer to act as a lead actress with renowned film-maker, Muni Gandhi, and accordingly re-locates to Shimla to start the filming. Enroute, she excitedly telephones Dev and tells him of the scenic surroundings as well as the echo of bells in a tunnel that emanate from a Hanumanji Mandir. Several days later, when he does not hear from her, he decides to travel there. But before he could do so, he does get her telephone call in which she sounds distressed and asks him to help her. When he asks about her location, she is unable to provide any, and the phone gets disconnected. The question that haunts Dev is: Where is Ria, and how is he going to assist her when he does not even know her location?",3.7,103,https://www.imdb.com/title/tt1372694/
Raja Ko Rani Se Pyar Ho Gaya,0255543,2000,Comedy,Musical,Romance,Hindi,Arvind Swamy,Manisha Koirala,Dilip Dhawan,NA,NA,NA,"Mohit, a young man raised into beliving in fairy tales, comes to Bombay to find Manisha, a young woman whom he saved from drowning in a lake near his village, whom he belives to be an actual mermaid princess. Mohit shacks up in his estranged brother's apartment and looks after his three children, with a little of Manisha's help, which takes a turn when Mohit finds himself in posession of a super smart but troublesome, baby elephant which shows up on his doorstep and he tries to keep it a secret from the rest of the neighborhood.",3.4,85,https://www.imdb.com/title/tt0255543/
Arohan,0083575,1983,Drama,NA,NA,Bangla,Victor Banerjee,Noni Ganguly,Pankaj Kapur,NA,NA,NA,"Hari Mondal(Om Puri) is a poor village farmer who lives in the remote Bengal village of Giripur in Birbhum district with his wife, two sons, brother, an old widowed aunt Kalidashi (Gita Sen)and her daughter Panchi. The movie opens in the mid sixties when the Naxalbari uprising is spreading across Bengal and oppressed farmers are being united by youths who believe in communism and a socialist republic. Hari and his brother Bolai (Noni Ganguly) are Borgadars, land tillers who plough and harvest the crop on land owned by Jotdars. Bibhutibhushan Ganguly (Victor Banerjee) is the young jotdar who has just lost his father and now wishes to employ new laws on his Borgadars ensuring his greatest profit while the poor farmer languishes in poverty. His estate agent Karmakar(Rajen Tarafdar)does most of his dirty dealings on his behalf that include keeping the poor villagers scared and in command. Hari's sister is about to get married and Hari asks Bibhutibhushan for a loan. Bibhutibhushan asks him to not register his Bargadari rights under the government office in exchange. Hari is naive and moulded under generations of servility and oppression to realise that his basic righta are being squandered although his younger brother Bolai isn't happy remaining as mere servants to the landlord. Bolai protests on multiple occasions only to be reprimanded by his brother and Karmakar. Bolai and Panchi(Sreela Majumdar) love each other. Over time, as the communist movement gets stronger in the region, Hari Mandal keeps on getting oppressed under whims and fancies of the Jotdar, that include making him a paid labourer on his own plot of land and sacking his brother from working with him. Bolai is disgusted with the village life and moves to the big city of Calcutta for work. Here, he joins a small-time racket of wagon breakers and eventually becomes a political goon for the city's electoral candidates. Panchi and her mother both move to Calcutta with help from strangers who offer them employment. While Kalidashi gets employed in a middle-class home as the cook cum servant for a meagre salary, her daughter is trapped with the bait of fancy clothes by a pimp employed by a middle aged Marwari businessman\Seth ji who makes her his mistress. Panchi also seems to enjoy her new life and the luxuries of cosmetics, silk sarees and a huge bed to sleep on. In a poignant scene, before bedding her for the first time, Seth ji asks her whether she has ever slept on a bed before. Hari fights his battles alone against the Jotdar and eventually registers a case against him in the district court with help from sympathetic village master (Pankaj Kapoor) and a lawyer who fights his case for free. Although the district magistrate (Jayant Kripalani) is sympathetic and just in his dealing to his cause, the Jotdar uses his muscle to beat up Hari, burn down his house and take away his bullocks thus leaving him helpless to fight. Hari presses on and the case reaches the High Court where his case is dismissed in favour of the Jotdar. Meanwhile, the first leftist communist government is established in Bengal and after years of court battle and a Panchayat election where Hari defeats Karmakar to become the village Panch, finally he receives his Bargadari certificate-at the cost of a broken leg, a house, and a brother who is lost forever. Hari comes to look for Bolai in the great metropolis of Calcutta and searches for him fruitlessly before going back to his village. He never gets to know what has happened of his people who came to Calcutta. The audience gets to know that Bolai gets life imprisonment for committing a political murder, Panchi is thrown out of her Sethji's flat when she gets pregnant and is forced to abort the baby and her health deteriorates, she goes into shock and becomes an insane living on the streets, and Kalidashi dies while working in her master's house, presumably over a broken heart at her daughter's condition, having seen her both as a mistress and a vagabond on the road. Hari himself dies a few months later in 1980.",7.5,80,https://www.imdb.com/title/tt0083575/
Chitralekha,0138360,1964,Comedy,Drama,NA,Hindi,Ashok Kumar,Meena Kumari,Pradeep Kumar,Y.H. Bisley,A.S. Faqir Mohammed,Lalit Nag,"When Aryaputra Samant Bijgupt ignores Yashodhara and continues to frequent Rajnartaki Chitralekha, Yashodhara's father, Mrityunjay, approaches celibate Yogi Kumargiri, who reprimands Chitralekha and asks her to free Bijgupt so that he can marry and sire a heir. She initially refuses, but subsequently decides to abandon her lavish lifestyle, and re-locates to the Ashram of Kumargiri and his male disciples, leaving a disillusioned Bijgupt no choice but to accede to the request of Samrat Chandragupt and marry Yashodhara.",7.4,86,https://www.imdb.com/title/tt0138360/
Sagina,0072109,1974,Comedy,Drama,Family,Hindi,Dilip Kumar,Saira Banu,Aparna Sen,K. Baburao,NA,NA,NA,7.1,93,https://www.imdb.com/title/tt0072109/
Phir Wohi Raat,0358020,1980,Crime,Horror,Mystery,Hindi,Rajesh Khanna,Kim,Aruna Irani,NA,NA,NA,"Dr. Vijay is a psychiatrist and is in love with a beautiful young woman named Asha. He is stunned when another doctor refers Asha to him, as Asha has been having hallucinations and nightmares of a woman who comes to attack her and choke her to death so much so that her hostel warden has asked her to leave. Vijay hypnotizes Asha, and is successful in driving away her fears. Asha, her friend, Shobha, and Vijay travel to Asha's residence out in the countryside to celebrate her birthday, which they do with lot of pomp and merriment. Shortly thereafter, Asha sees a grotesque woman, quite different from the one she has been having nightmares about, walking in the hallway of her house, but whose motive is also the same - her death.",6.7,100,https://www.imdb.com/title/tt0358020/
Waqt Ki Awaz,0096415,1988,Action,Crime,Drama,Hindi,Vikas Anand,Asrani,Mithun Chakraborty,NA,NA,NA,"Wealthy Lata I. Prasad refuses to obey her widower father's instructions to get married to equally wealthy Rajan, the second son of Sikanker Lal Thakkar, her dad's business partner. She runs away from home, and shortly thereafter her father locates her living with a truck-driver, Vishwa Pratap, and his pretty sister, Lakshmi. She refuses to return home, and insists on marrying Vishwa. She will soon regret her decision when she finds out that Vishwa has been arrested for killing a male named Billa, and may either spend his life behind bars or be hanged.",6.3,104,https://www.imdb.com/title/tt0096415/
Do Gaz Zameen Ke Neeche,0252385,1972,Horror,NA,NA,Hindi,Surendra Kumar,Pooja,Imtiaz,NA,NA,NA,"A rich young scientist and widower Rajvansh rescues Anjili from goons and later marries her.Anjili forces Rajvansh to shell his money on her uncle.He soon realizes his marriage isn't working as his wife and her uncle always demand money from him.One day he rescues another woman Meera he takes her home and nurses her well with his faithful servants.Meera starts respecting Rajvansh which doesn't go well with Anjili.Rajvansh works in laboratory set up in his house one day he accidentally drinks the milk with chemical spilled in it,Rajvansh looses his ability to walk and Meera nurses him his doctors advise Anjili to admit him to hospital but she refuses saying she will find a better doctor.Anijli meets her old friend Anand and ask's him to pose as a doctor while she secretly romances him when Rajvansh catches them red handed,Anjili and Anand kill him for his property and bury him in graveyard Rajvansh turns into a zombie to revenge his killers.",6.1,98,https://www.imdb.com/title/tt0252385/
